customer_id,credit_score,account_age_days,is_fraudster,ssn_masked,phone_masked,email_masked,customer_name_hash,address_generalized,ip_masked
CUST_00010,708.7047068238171,593,False,XXX-XX-7938,(XXX) XXX-6134,c*****@email.com,cee675cd94ff8f3783c0be03d00ca40f34418d2e535257bf4a863677ee0391c4,"XXXX Main St, City, State",42.124.205.XXX
CUST_00011,670.0992649534132,1752,False,XXX-XX-7374,(XXX) XXX-4242,c*****@email.com,c55eef237c87480d9d7868444f56a6367031cb6fd1be28119b34da786a2a7cdd,"XXXX Main St, City, State",36.13.160.XXX
CUST_00012,629.7946906122647,1430,False,XXX-XX-3693,(XXX) XXX-4627,c*****@email.com,091619d755801ae0135fd12efc4f487e3791cbb125e3a9bea862ee1934c1634b,"XXXX Main St, City, State",30.190.75.XXX
CUST_00013,667.2337853402232,3326,False,XXX-XX-6864,(XXX) XXX-9901,c*****@email.com,bcaf9d5b9b23410cf26cddddc1432fc5223f10d65f6711c3c120c16ab560fbc4,"XXXX Main St, City, State",155.137.62.XXX
CUST_00014,615.3982983544295,3487,False,XXX-XX-2998,(XXX) XXX-2495,c*****@email.com,882208d438175b2610b1ab2ad6377efc9abd50064c16460671b5ca9fe463b369,"XXXX Main St, City, State",180.113.62.XXX
CUST_00015,617.7510631219938,3504,False,XXX-XX-1698,(XXX) XXX-5737,c*****@email.com,3aaacdb275ad430faf2992e29fd89ae78564bc766c8a41b4edeec83e64cdd193,"XXXX Main St, City, State",229.224.225.XXX
CUST_00016,619.8172156650306,2961,False,XXX-XX-6791,(XXX) XXX-5931,c*****@email.com,c45d6e7f3a3ce204116b17e2c19e78aee0450559c08e499b7f6936436335b8fc,"XXXX Main St, City, State",203.184.123.XXX
CUST_00017,838.4015718932678,3032,False,XXX-XX-9800,(XXX) XXX-5282,c*****@email.com,8ee149e4b9794b15acef2e916709f2b6eaa8ff059b904e1273d85f91d48207f7,"XXXX Main St, City, State",93.3.148.XXX
CUST_00018,621.6746707663763,2228,False,XXX-XX-9338,(XXX) XXX-2843,c*****@email.com,86f587645b9989bae99f92cf19bf75d9477840ee061e6a114e78255c4bd6166e,"XXXX Main St, City, State",161.168.128.XXX
CUST_00019,667.7938483794325,1213,False,XXX-XX-7287,(XXX) XXX-3049,c*****@email.com,3fec98a0560c4926c146b6121ca66a5231e87d3a77eb0f818a0ec8e656aa079b,"XXXX Main St, City, State",254.140.197.XXX
CUST_00020,722.6288269498875,3328,False,XXX-XX-3255,(XXX) XXX-7295,c*****@email.com,d7853068a8755288b4eaa5b268ac4907226efd6bf2bccc83ab36c96cfe1208da,"XXXX Main St, City, State",120.161.152.XXX
CUST_00021,784.7401432576639,2878,False,XXX-XX-3961,(XXX) XXX-3869,c*****@email.com,f457c58392522661bfe5a694a7a06f0dbf2e22865370e219353f834d24a1abd0,"XXXX Main St, City, State",169.228.161.XXX
CUST_00022,927.3345158017482,1075,False,XXX-XX-7015,(XXX) XXX-2218,c*****@email.com,f575832e8148be5c281264aba2d6e2bec6d3fe5508809e3e34a0867a7c40c105,"XXXX Main St, City, State",128.33.176.XXX
CUST_00023,714.6974650457216,1534,False,XXX-XX-6895,(XXX) XXX-1225,c*****@email.com,7f073153b346c9bdd8f2c6baee5d4d188ab2419cc1f4478ce3b7db12dd0a69c6,"XXXX Main St, City, State",97.28.111.XXX
CUST_00024,760.6975709568625,1798,False,XXX-XX-8683,(XXX) XXX-8679,c*****@email.com,8b8f5cf1b5a06bd227ea12dc941cc8f21f24ab7398bbc766281d8830672a75fe,"XXXX Main St, City, State",172.220.158.XXX
CUST_00025,665.1098817227248,2036,False,XXX-XX-1606,(XXX) XXX-6088,c*****@email.com,e748c4abc1a1936c7eab3a0f29530e712807585dd8b7e300edcf370b8652ce9a,"XXXX Main St, City, State",191.253.213.XXX
CUST_00026,705.8208718446,1439,False,XXX-XX-2816,(XXX) XXX-1569,c*****@email.com,41bae53512282e0c760f123790bc568d1696aecef1fd2755da615f4641243127,"XXXX Main St, City, State",104.174.24.XXX
CUST_00027,585.7029702169377,1871,False,XXX-XX-8560,(XXX) XXX-8206,c*****@email.com,5fa824f8b0c3103670baa03922aedf1673922211d78d592ed396d6007dcc524d,"XXXX Main St, City, State",170.247.26.XXX
CUST_00028,543.9442927562731,2012,True,XXX-XX-6625,(XXX) XXX-3368,c*****@email.com,512c0bf627663b2d8f86e32b439c595a7c67a1e4ed73247acae0b0599c526e14,"XXXX Main St, City, State",238.144.142.XXX
CUST_00029,900.0348089106103,711,False,XXX-XX-1574,(XXX) XXX-7293,c*****@email.com,58c9a2ebf0e85d93a75dc5b34016abe97f97983a8482b532e07bbfeb80e709f8,"XXXX Main St, City, State",58.86.49.XXX
CUST_00030,938.9035957392463,2900,False,XXX-XX-4124,(XXX) XXX-1004,c*****@email.com,53061533da5185e6e3dfc1fa0c819b43f3f891e0bab62959019940b51bbcebf4,"XXXX Main St, City, State",196.6.109.XXX
CUST_00031,884.3413758320534,1111,False,XXX-XX-5465,(XXX) XXX-2693,c*****@email.com,ae8062e3cc16160e72199c6534d5ebb2dc527deddc4613973a1c74949796d21a,"XXXX Main St, City, State",145.120.63.XXX
CUST_00032,545.1171320175908,1171,False,XXX-XX-3838,(XXX) XXX-2931,c*****@email.com,04bcb9f41bf4b862e75cfe22d1260c8684882a8b50b5617aeac0d539a272ce04,"XXXX Main St, City, State",129.58.122.XXX
CUST_00033,665.6870935895902,1709,False,XXX-XX-4343,(XXX) XXX-1580,c*****@email.com,3d9f25b35a4339b3463cd5502e5a7f4e3ebc5f3b96965e9f54d1958c313ffcc1,"XXXX Main St, City, State",247.195.76.XXX
CUST_00034,911.3112156958202,1815,False,XXX-XX-6188,(XXX) XXX-7617,c*****@email.com,d710270b04b111eba906e873ff280ba3af217ae0c4b5f05c82d37d0033df29df,"XXXX Main St, City, State",85.39.100.XXX
CUST_00035,650.1593377293555,545,False,XXX-XX-8390,(XXX) XXX-3489,c*****@email.com,7a106d08cb7cc37009c1acb1b1ba680582f96ecbadfb8dd656d81dd16b30ba98,"XXXX Main St, City, State",1.248.69.XXX
CUST_00036,744.6289348001918,1470,False,XXX-XX-7303,(XXX) XXX-7833,c*****@email.com,a4917fc18959f4e4c1a8c4bda02072850db97422cebb3958459846a934f57d91,"XXXX Main St, City, State",33.161.189.XXX
CUST_00037,813.6242317119263,2112,False,XXX-XX-5380,(XXX) XXX-6726,c*****@email.com,af0a8c1b8afe863c450d3a743c23f90381e963cfd5e18fcacaa0231ba65a8978,"XXXX Main St, City, State",130.253.243.XXX
CUST_00038,752.9435511653803,3477,False,XXX-XX-7748,(XXX) XXX-9306,c*****@email.com,3cbcb141294345e0a06538361d7f183f4efb4a23be991fefa0e4f46425a9318a,"XXXX Main St, City, State",135.196.58.XXX
CUST_00039,681.610826227198,2173,False,XXX-XX-6988,(XXX) XXX-3786,c*****@email.com,79bd26bcdce60de00049f0a5611d9fd40fe15c6fa254a99212f5ccd7ee60d577,"XXXX Main St, City, State",240.36.210.XXX
CUST_00040,454.34068542266056,426,False,XXX-XX-4440,(XXX) XXX-3914,c*****@email.com,8e19f1892cb7701d922ba8707e5ac92e136b503ae1153f545d0cb8d4088ecf9d,"XXXX Main St, City, State",30.17.113.XXX
CUST_00041,692.3467938648454,3607,False,XXX-XX-8400,(XXX) XXX-3502,c*****@email.com,5f8a9122ddf4eaa241bc782d01775574db4905e8a0420dd670b6be96d5f0fd81,"XXXX Main St, City, State",223.128.52.XXX
CUST_00042,881.3666575878908,780,False,XXX-XX-8266,(XXX) XXX-6588,c*****@email.com,2cea9b9e0d6504965a61f56c4b35c14f5addc9aa1955a42e122e1f572a189aa7,"XXXX Main St, City, State",53.151.144.XXX
CUST_00043,740.4582895117525,3023,False,XXX-XX-3539,(XXX) XXX-2542,c*****@email.com,bd1be7e69c01d4cddb4f86f9949b74f989b48d84e7385154ec2607a5e1a014df,"XXXX Main St, City, State",141.168.170.XXX
CUST_00044,633.5772556695578,3516,False,XXX-XX-7172,(XXX) XXX-2365,c*****@email.com,f2d1a1614ae829afba0458604e8fd27de1f4155a4113d31bada58d97c5f9d174,"XXXX Main St, City, State",145.71.217.XXX
CUST_00045,836.0111366248171,1713,False,XXX-XX-5186,(XXX) XXX-5268,c*****@email.com,5e108ffa5ad4c8bc01d94cef27426e7d334d7e0103d383db4e31e3f6737afe62,"XXXX Main St, City, State",242.220.126.XXX
CUST_00046,443.5658018539306,2135,True,XXX-XX-4072,(XXX) XXX-1504,c*****@email.com,635d87244e3e605c8b507a9bce12d1c356a2b7e9ae7a8fa1a562c5b486a95a06,"XXXX Main St, City, State",252.113.153.XXX
CUST_00047,814.2725883293832,2124,False,XXX-XX-2852,(XXX) XXX-6348,c*****@email.com,70884727b1cd417d3f9d9e89c8c639ed39a2ac40d4e222f084b00e12669d2064,"XXXX Main St, City, State",147.20.185.XXX
CUST_00048,688.906806437049,697,False,XXX-XX-4486,(XXX) XXX-9053,c*****@email.com,eb4fa3c4a1f88bcefb27e90b414a783d46ada64f3ea3547026c218db76f6f078,"XXXX Main St, City, State",144.215.185.XXX
CUST_00049,797.6309126481103,2579,True,XXX-XX-4719,(XXX) XXX-1539,c*****@email.com,2e45c0ee35e9e4fb08ff910b0f2394c1162f146c56b6f05c2e45340b3e531526,"XXXX Main St, City, State",41.228.192.XXX
CUST_00050,687.7211250842486,738,False,XXX-XX-7132,(XXX) XXX-3779,c*****@email.com,09e8bffa9ed3421ca8ebfa6724bbb7695d7c0484fafd8e89f8d0db0c064eb103,"XXXX Main St, City, State",141.46.35.XXX
CUST_00051,764.889324125355,3166,False,XXX-XX-3871,(XXX) XXX-8418,c*****@email.com,e4e3e6e1266bab2f40c7b09a7429b0fc9b518130bcda41e55453356f97923a08,"XXXX Main St, City, State",119.248.33.XXX
CUST_00052,454.77353986842667,414,True,XXX-XX-8449,(XXX) XXX-4925,c*****@email.com,08e5edd9dd69f35eb3b858810b91aabe92941afc290882f710276c5838f217f1,"XXXX Main St, City, State",27.177.205.XXX
CUST_00053,609.8706181335332,743,False,XXX-XX-3000,(XXX) XXX-6989,c*****@email.com,59e12f109666ceecbc06d9b4486a8aebce254398f629534bbca3aae1fb618db9,"XXXX Main St, City, State",23.229.53.XXX
CUST_00054,352.18307863634436,800,False,XXX-XX-8245,(XXX) XXX-5780,c*****@email.com,540cfd49fabb2bed21e1f91e615f8c09498ca3a58cabf1c411695d758d651e3b,"XXXX Main St, City, State",4.190.193.XXX
CUST_00055,673.1736938050487,2996,False,XXX-XX-2077,(XXX) XXX-8901,c*****@email.com,a8813f747f6068509653d9e06e95791ce4a566e4d0fc334e7df9a0f0ef2102b3,"XXXX Main St, City, State",57.145.112.XXX
CUST_00056,613.14180629523,2047,False,XXX-XX-5673,(XXX) XXX-7881,c*****@email.com,0a8665986be0e6ab3376ccce804c8cf53645705d648579ebd27da9d599ecb389,"XXXX Main St, City, State",50.98.82.XXX
CUST_00057,711.6410980120758,167,False,XXX-XX-6115,(XXX) XXX-4177,c*****@email.com,736b8d3d3b25f7a4afe2c424289290cba91e225ac2906f694d74c5255c6fbb87,"XXXX Main St, City, State",81.133.29.XXX
CUST_00058,687.7088693448545,790,False,XXX-XX-4579,(XXX) XXX-8941,c*****@email.com,c291f2291dd85a78d936b154105176fa1ee1e8471d25a326d6c4d7e4229f563a,"XXXX Main St, City, State",205.126.235.XXX
CUST_00059,692.4696345244877,1999,False,XXX-XX-7031,(XXX) XXX-9472,c*****@email.com,3cf90eeb3643e51d6196d7297e5934bdb856e942c1ab7ac4c851381070b59520,"XXXX Main St, City, State",195.155.93.XXX
CUST_00060,485.41432401500583,3147,False,XXX-XX-8956,(XXX) XXX-5777,c*****@email.com,0d6b1637ec64380ca14805de313821685a295d2cf8aeb703063fb72a8f8c341e,"XXXX Main St, City, State",22.149.70.XXX
CUST_00061,751.2941250791496,136,False,XXX-XX-8240,(XXX) XXX-7190,c*****@email.com,8b626e7bedb174c5f1f13eaf4c0c111f9aa62eee2d66c385fd067d5a072c0e9a,"XXXX Main St, City, State",214.239.56.XXX
CUST_00062,719.2090380632649,3487,False,XXX-XX-2276,(XXX) XXX-1302,c*****@email.com,2b274282cc77faa51c42629d796548276fa2e71865e4563ae826003443a12edb,"XXXX Main St, City, State",56.214.14.XXX
CUST_00063,859.711272252081,3375,False,XXX-XX-6126,(XXX) XXX-1918,c*****@email.com,599585999ee04eb352f69becacd1969b997a77f9f84098c58f7f1f2121534d1b,"XXXX Main St, City, State",107.239.252.XXX
CUST_00064,622.6775029547177,2222,False,XXX-XX-9152,(XXX) XXX-9905,c*****@email.com,f63d82b67f8cd468e73e0faacc138179d4f7656b74d6e5c8593cccc4c635d5de,"XXXX Main St, City, State",185.17.231.XXX
CUST_00065,664.9210754827131,3470,False,XXX-XX-8561,(XXX) XXX-7371,c*****@email.com,9726addb6719e8f6c5570244183b12d00fd84ee87228dc63413bd9c245fc0d40,"XXXX Main St, City, State",214.34.111.XXX
CUST_00066,679.3761041044133,3451,False,XXX-XX-3739,(XXX) XXX-2761,c*****@email.com,071cfeee658253d9f73d67c3bfa9460a72453e62f5d894ab3eb6c2b6eeab2a2d,"XXXX Main St, City, State",198.229.121.XXX
CUST_00067,472.2049582189443,1785,False,XXX-XX-9434,(XXX) XXX-5324,c*****@email.com,c3cd5e3c3b55d603d927baed2396e947238a28da2d6e2b6f0ad87788e351c7b4,"XXXX Main St, City, State",223.6.66.XXX
CUST_00068,793.301214038835,2403,False,XXX-XX-1117,(XXX) XXX-6560,c*****@email.com,23c4ed75fa0d314cd58aafa1d1ac9b43a1c2cc9c7e345f1a8fee3550fb00036c,"XXXX Main St, City, State",79.203.136.XXX
CUST_00069,623.8265084272181,349,False,XXX-XX-9915,(XXX) XXX-5208,c*****@email.com,c7c7c414320f9af314dbd7498b58587481e37590c02179bcd7982ecef90778f7,"XXXX Main St, City, State",47.1.90.XXX
CUST_00070,800.6292809214441,350,False,XXX-XX-7988,(XXX) XXX-1009,c*****@email.com,d7f4a6dc0e0a88d41500f177757987cc2963047e404bdf06ec2f3dcff2698f65,"XXXX Main St, City, State",151.138.172.XXX
CUST_00071,642.3108130476851,363,False,XXX-XX-3824,(XXX) XXX-8984,c*****@email.com,e32a5a414b36ae877ee17c1f97c861f7cf4505f091b6be73851bf71df99753c8,"XXXX Main St, City, State",62.188.236.XXX
CUST_00072,733.7602662075202,2347,False,XXX-XX-3635,(XXX) XXX-6415,c*****@email.com,3968cf79531c41a732b084bfb4b41e521b8a9694ec1cd5b5b4a99f8e1ef4535d,"XXXX Main St, City, State",150.60.64.XXX
CUST_00073,658.8123033877532,2479,False,XXX-XX-3898,(XXX) XXX-8577,c*****@email.com,a3539d6f31fb4540db9897929cef648f4a475c9ca9dd5f0eefdb6b7c7a00ba5d,"XXXX Main St, City, State",89.237.42.XXX
CUST_00074,732.6927373764163,532,False,XXX-XX-7943,(XXX) XXX-7565,c*****@email.com,d2045358ace14220f6a69c7055b3e19aa0f1a541e8f6f2a352b621bb8efb7175,"XXXX Main St, City, State",23.63.143.XXX
CUST_00075,678.0899471191136,1676,False,XXX-XX-2970,(XXX) XXX-2202,c*****@email.com,ffd462a0fb77f37750046b2702dc3079e49b4946f71d04cf076795b4092b0711,"XXXX Main St, City, State",42.192.244.XXX
CUST_00076,694.8241015294699,1895,False,XXX-XX-1419,(XXX) XXX-2120,c*****@email.com,0aad258fd49f7595b07328821ddda7661e25817d798bce965a6293cc0e37d0fd,"XXXX Main St, City, State",33.254.196.XXX
CUST_00077,884.0943069937208,2401,False,XXX-XX-8326,(XXX) XXX-8863,c*****@email.com,5ea1160f4fa0bfe41359421a13b0c800846a338636508622d9d0e63a81ddef7b,"XXXX Main St, City, State",136.5.157.XXX
CUST_00078,582.2214458507647,2100,False,XXX-XX-1094,(XXX) XXX-1793,c*****@email.com,65a7f26bd14e8cfd776fa306b8b0a0839801928ec11b45f685576ed4e6d7d232,"XXXX Main St, City, State",148.11.254.XXX
CUST_00079,631.9738412806092,3234,False,XXX-XX-8783,(XXX) XXX-1827,c*****@email.com,70bb124903af9826dcb486f05e272b7e0ef4a075307f49be318c183049f0a08e,"XXXX Main St, City, State",236.100.240.XXX
CUST_00080,637.2581115622523,2497,False,XXX-XX-7024,(XXX) XXX-4368,c*****@email.com,c9a988d778a78960a5cc7b3ecf4f1735e36a6e827777d09a87d1c657c39220eb,"XXXX Main St, City, State",11.151.1.XXX
CUST_00081,650.4610757068754,231,False,XXX-XX-2854,(XXX) XXX-6031,c*****@email.com,f4c4f37f74ae20a62509f71c3e9849cf92910bf2c8ba9797cb2ffd6590343955,"XXXX Main St, City, State",175.201.53.XXX
CUST_00082,827.0125546575715,3630,False,XXX-XX-8970,(XXX) XXX-1536,c*****@email.com,be50954e9fc444bc5c6f1366face4cb6290a8dcdfd3db151c81e8515ef9ac73d,"XXXX Main St, City, State",75.38.130.XXX
CUST_00083,618.1525782957609,2254,False,XXX-XX-2205,(XXX) XXX-2990,c*****@email.com,d4ff4f93263c2fb6d8642926defca1ac58eb66d4e53edf973ba4a24265164211,"XXXX Main St, City, State",198.245.88.XXX
CUST_00084,566.0371501806209,356,False,XXX-XX-6588,(XXX) XXX-4432,c*****@email.com,3ed97c718afe09b5933b74b6457592c0db5d332d5b3fd6b75c3b4fd64ac30be1,"XXXX Main St, City, State",148.118.86.XXX
CUST_00085,714.8890227652223,315,False,XXX-XX-3482,(XXX) XXX-3079,c*****@email.com,8ce0338ab2b853d0035d9e6d0b9cc58ab811838bdfffcf17be9e5a3c1a2d5b5a,"XXXX Main St, City, State",29.49.173.XXX
CUST_00086,664.3467910055923,3365,False,XXX-XX-1768,(XXX) XXX-7645,c*****@email.com,36cd5efa5c14d574cc032c6961bb066811ee0d8231d6d65335ffdee1774dfb1a,"XXXX Main St, City, State",113.114.222.XXX
CUST_00087,723.8296262121448,3450,False,XXX-XX-5873,(XXX) XXX-4451,c*****@email.com,2f5e8f42a785eda48d94956cdaf1f5a48e1b132b3dd53195a014c42d6073d24e,"XXXX Main St, City, State",220.32.178.XXX
CUST_00088,664.9318472121213,2173,False,XXX-XX-9519,(XXX) XXX-4310,c*****@email.com,1d906ed7ae219fdce016ce83bf387e38c4a4fa9197281b94dc4247e866f09cdd,"XXXX Main St, City, State",67.51.97.XXX
CUST_00089,677.0783948446408,2031,True,XXX-XX-3538,(XXX) XXX-9356,c*****@email.com,8398cd37e2aa3cb22f0c2355cf1342fc0b485d57d91d349cccf61c1a5c668855,"XXXX Main St, City, State",142.223.55.XXX
CUST_00090,752.7383715692482,2786,False,XXX-XX-3198,(XXX) XXX-4695,c*****@email.com,2a113919e9e46256cc600364756e5bfb1d993ebc3c0e4f8221ea85ee0dc5c2fe,"XXXX Main St, City, State",147.36.29.XXX
CUST_00091,726.1937611106827,1106,False,XXX-XX-5566,(XXX) XXX-2555,c*****@email.com,3bb8a4169bb868395ea3d91d9be691c032be30295240470ce47be8f722f3841f,"XXXX Main St, City, State",166.222.137.XXX
CUST_00092,663.6387787786144,2603,False,XXX-XX-2387,(XXX) XXX-3679,c*****@email.com,9e2056c9c17f3b8440256c263ca761bb721f60514f75d960fb03d585ce5296bd,"XXXX Main St, City, State",238.215.128.XXX
CUST_00093,694.3054376278933,2687,False,XXX-XX-8368,(XXX) XXX-3541,c*****@email.com,4b3232cafde9ae7216e0ba56a970b8b0a3a54774b2c73a502f4d37705c690286,"XXXX Main St, City, State",154.186.29.XXX
CUST_00094,725.6029734313876,2345,False,XXX-XX-6475,(XXX) XXX-8184,c*****@email.com,b3c7e8218070e5e9a1918ac22a032f29fef52d86a995e896ac0d394c61e12c3a,"XXXX Main St, City, State",153.230.122.XXX
CUST_00095,798.2690983945514,1416,False,XXX-XX-3969,(XXX) XXX-3681,c*****@email.com,2eea19a19c9de84eb60d7b2f68011d0e5cfad5a3dcbde23f35f56234e31a856a,"XXXX Main St, City, State",64.130.252.XXX
CUST_00096,774.8034725961725,1363,False,XXX-XX-6490,(XXX) XXX-9340,c*****@email.com,4db208e4e4eb317273e0cfc60c305b8e2ba39aa748cd4fe3eb731dc7959f1c50,"XXXX Main St, City, State",40.11.164.XXX
CUST_00097,850.0971630564289,3568,False,XXX-XX-5853,(XXX) XXX-8479,c*****@email.com,555d66333f48e5e8543c2e45830e51f3708cca39b07756d3cac8e74c6fd42230,"XXXX Main St, City, State",250.36.239.XXX
CUST_00098,573.1978488356932,1694,False,XXX-XX-8101,(XXX) XXX-7122,c*****@email.com,f063b87f761cd0d5d849d6af3be7ab4743ce1b4ad68a50c5d0dd6e34203bfd25,"XXXX Main St, City, State",201.154.194.XXX
CUST_00099,567.0854172838484,2943,False,XXX-XX-8970,(XXX) XXX-2252,c*****@email.com,16726e9bb63fa36db602291875c2451973b8864c853ffe30b9432e0d0218fc7c,"XXXX Main St, City, State",172.179.222.XXX
CUST_00100,769.1620680950867,3182,False,XXX-XX-5090,(XXX) XXX-4640,c*****@email.com,9ea19ffa19d2292fa7f802309eb02bca388956f0f80f5ff912ad5130d2718c0d,"XXXX Main St, City, State",12.62.80.XXX
CUST_00101,828.6148455106443,1591,True,XXX-XX-9901,(XXX) XXX-7609,c*****@email.com,ebeb03124d3c1215fae011abdd6b844501c3bf9deb5c6f05ffc70b4599c15594,"XXXX Main St, City, State",143.59.154.XXX
CUST_00102,591.8943459591737,2765,False,XXX-XX-5806,(XXX) XXX-8124,c*****@email.com,97dc9edd743ca885506cba6a18c169d94fe6a1e82913d7eecee4dce0860dc1ed,"XXXX Main St, City, State",250.135.14.XXX
CUST_00103,805.3152853332904,3591,False,XXX-XX-2500,(XXX) XXX-6085,c*****@email.com,f5e920219cf1a4461c68dba049bf88ecd50403a3b1db00b28e7372f08ca88259,"XXXX Main St, City, State",167.227.146.XXX
CUST_00104,673.8972746753204,3628,False,XXX-XX-4223,(XXX) XXX-8980,c*****@email.com,a1a870f969be6050429f7318363228ab916695ad8e23b71e021d958c513729db,"XXXX Main St, City, State",37.171.168.XXX
CUST_00105,713.4984720819689,3271,False,XXX-XX-1920,(XXX) XXX-9684,c*****@email.com,c992327d22b390515f06968436d132e88c3fa9c12f52f0b3f798c9bcbfc578e9,"XXXX Main St, City, State",126.194.55.XXX
CUST_00106,632.2290994374955,3003,False,XXX-XX-4810,(XXX) XXX-3032,c*****@email.com,c7816e46a2088e476e6510819062406c6a583e136c9a75bb983a38671cc78199,"XXXX Main St, City, State",236.185.16.XXX
CUST_00107,547.8755125411354,2011,False,XXX-XX-4760,(XXX) XXX-2165,c*****@email.com,92ef9c54d3fed593aadf7ad9cc8cf945a77caa6b9b901a63144dacb3fd323c8b,"XXXX Main St, City, State",158.242.68.XXX
CUST_00108,635.1448143940629,3481,False,XXX-XX-9173,(XXX) XXX-9056,c*****@email.com,c30f61643f3bcefce054de4cb0dd069d77e32e9484ba94d89290f8725a6e7b7c,"XXXX Main St, City, State",196.140.187.XXX
CUST_00109,780.1857332040166,1363,False,XXX-XX-9202,(XXX) XXX-8878,c*****@email.com,952ed7f8175af2915a789a6696f50264ab58fd060b32fe1f23bcd082ffee38b9,"XXXX Main St, City, State",72.148.93.XXX
CUST_00110,575.0824938675952,1574,False,XXX-XX-8274,(XXX) XXX-1936,c*****@email.com,41a4498110240fd2a07153b40a263d33306973cc1273d3af6c58c82d31254d59,"XXXX Main St, City, State",120.6.5.XXX
CUST_00111,757.1480696576984,3221,False,XXX-XX-8657,(XXX) XXX-8312,c*****@email.com,6f3aa9be2044ac488ea02a49edf2c550ad8e6daf5591d5492153335aafee69b8,"XXXX Main St, City, State",160.227.230.XXX
CUST_00112,639.537222139827,2815,False,XXX-XX-5675,(XXX) XXX-2290,c*****@email.com,9e740e0ab9955954a88d8717ff20c639598bb3b268e17b5cffb2c4a358d7385d,"XXXX Main St, City, State",184.67.123.XXX
CUST_00113,696.9049352068065,1655,False,XXX-XX-1954,(XXX) XXX-1974,c*****@email.com,241a513f11331c7f7bedcf27e454d06ad9e615ba7096aa857dd972508c138e0d,"XXXX Main St, City, State",72.251.133.XXX
CUST_00114,651.0560557481778,1919,False,XXX-XX-4020,(XXX) XXX-6233,c*****@email.com,bdb87022c3e7e497460168e0c345b09143ee0d373271b502b801738bc65fc883,"XXXX Main St, City, State",224.62.93.XXX
CUST_00115,804.4160877069072,1734,False,XXX-XX-5311,(XXX) XXX-4239,c*****@email.com,795608719f4ea7b1fea2c0b3e581cdbe0b0513be5d9af7330cfaeed6880c2dd3,"XXXX Main St, City, State",97.59.59.XXX
CUST_00116,804.0205928223662,455,False,XXX-XX-5286,(XXX) XXX-5795,c*****@email.com,fba4a861e191e883418cebc842494bfa1516411bf2a686ee4a003a0af24e611c,"XXXX Main St, City, State",133.235.45.XXX
CUST_00117,690.5246626421598,1277,False,XXX-XX-4741,(XXX) XXX-3403,c*****@email.com,120f4e1e644fd32d649d837d14da407fb1c80554c2ab866f447dd3d6808b5859,"XXXX Main St, City, State",221.12.39.XXX
CUST_00118,818.6387412215288,1465,False,XXX-XX-8009,(XXX) XXX-2007,c*****@email.com,0a43c7ccaa8f48f0188e110f88b50ea24891cc35acd5bf05a1a8c863c6909dc2,"XXXX Main St, City, State",211.158.199.XXX
